Title ID	Region	Name	PKG direct link	RAP	Content ID	Last Modification Date	Download .RAP file	File Size	SHA256
SLUS20375	US	Mister Mosquito (PS2 Classics Vault)	https://www.dropbox.com/s/grdylurm28lnqa0/Mister%20Mosquito%20%28PS2%20Classics%20Vault%29%20%5BPS2%20Classics%5D%20%5BSLUS20375%5D.pkg?dl=1	MISSING	UP0141-SLUS20375_00-MISTERMOSQUITOPS2		697352192	697352192
