Title ID	Region	Name	PKG direct link	RAP	Content ID	Last Modification Date	Download .RAP file	File Size	SHA256
MISSING	US	PKGi Store v1.04b BETA (you already have the latest update)	https://github.com/GamerROMInc/PS2CVDatabase/releases/download/v1.04b/pkgi_store_v1.04_ps2cv_beta.pkg	MISSING	UP0000-MISSING_00-PKGIStore_v1.04b_BETA		4194304	4194304
BLUS30490	US	3D DOT GAME HEROES Patch Data	https://store.brewology.com/get/update.php?url_id=eea2731c6fb10fb403284f234a5f485cf5798272	MISSING	UP0005-BLUS30490_00-M3DDGHPATCH00001-A0101-V0100-PE		185810944	185810944
